para,word
1,self
1,serve
1,ads
1,terms
2,the
2,following
2,terms
2,the
2,self
2,serve
2,ad
2,terms
2,apply
2,to
2,your
2,use
2,of
2,the
2,self
2,service
2,advertising
2,interfaces
2,and
2,apis
2,for
2,creation
2,submission
2,and
2,or
2,delivery
2,of
2,any
2,advertising
2,or
2,other
2,commercial
2,or
2,sponsored
2,activity
2,or
2,content
2,collectively
2,the
2,self
2,serve
2,ad
2,interfaces
2,and
2,any
2,order
2,you
2,place
2,through
2,the
2,self
2,serve
2,ad
2,interfaces
2,order
3,you
3,can
3,target
3,your
3,desired
3,audience
3,by
3,buying
3,ads
3,to
3,be
3,delivered
3,on
3,facebook
3,instagram
3,or
3,our
3,publisher
3,network
4,when
4,you
4,place
4,an
4,order
4,you
4,will
4,tell
4,us
4,the
4,type
4,of
4,advertising
4,you
4,want
4,to
4,buy
4,the
4,amount
4,you
4,want
4,to
4,spend
4,and
4,your
4,bid
4,if
4,we
4,accept
4,your
4,order
4,we
4,will
4,deliver
4,your
4,ads
4,as
4,inventory
4,becomes
4,available
4,when
4,serving
4,your
4,ad
4,we
4,do
4,our
4,best
4,to
4,deliver
4,the
4,ads
4,to
4,the
4,audience
4,you
4,specify
4,although
4,we
4,cannot
4,guarantee
4,in
4,every
4,instance
4,that
4,your
4,ad
4,will
4,reach
4,its
4,intended
4,target
5,in
5,instances
5,where
5,we
5,believe
5,doing
5,so
5,will
5,enhance
5,the
5,effectiveness
5,of
5,your
5,advertising
5,campaign
5,we
5,may
5,broaden
5,the
5,targeting
5,criteria
5,you
5,specify
6,you
6,will
6,pay
6,for
6,your
6,orders
6,in
6,accordance
6,with
6,our
6,community
6,payments
6,terms
6,the
6,amount
6,you
6,owe
6,will
6,be
6,calculated
6,based
6,on
6,our
6,tracking
6,mechanisms
7,your
7,ads
7,will
7,comply
7,with
7,our
7,advertising
7,policies
8,we
8,will
8,determine
8,the
8,size
8,placement
8,and
8,positioning
8,of
8,your
8,ads
9,we
9,do
9,not
9,guarantee
9,the
9,activity
9,that
9,your
9,ads
9,will
9,receive
9,such
9,as
9,the
9,number
9,of
9,clicks
9,your
9,ads
9,will
9,get
10,we
10,cannot
10,control
10,how
10,clicks
10,are
10,generated
10,on
10,your
10,ads
10,we
10,have
10,systems
10,that
10,attempt
10,to
10,detect
10,and
10,filter
10,certain
10,click
10,activity
10,but
10,we
10,are
10,not
10,responsible
10,for
10,click
10,fraud
10,technological
10,issues
10,or
10,other
10,potentially
10,invalid
10,click
10,activity
10,that
10,may
10,affect
10,the
10,cost
10,of
10,running
10,ads
11,you
11,can
11,cancel
11,your
11,order
11,at
11,any
11,time
11,through
11,our
11,online
11,portal
11,but
11,it
11,may
11,take
11,up
11,to
11,24
11,hours
11,before
11,the
11,ad
11,stops
11,running
11,you
11,are
11,responsible
11,for
11,paying
11,for
11,all
11,ads
11,that
11,run
12,our
12,license
12,to
12,run
12,your
12,ad
12,will
12,end
12,when
12,we
12,have
12,completed
12,your
12,order
12,you
12,understand
12,however
12,that
12,if
12,users
12,have
12,interacted
12,with
12,your
12,ad
12,your
12,ad
12,may
12,remain
12,until
12,the
12,users
12,delete
12,it
13,we
13,can
13,use
13,your
13,ads
13,and
13,related
13,content
13,and
13,information
13,for
13,marketing
13,or
13,promotional
13,purposes
14,you
14,will
14,not
14,issue
14,any
14,press
14,release
14,or
14,make
14,public
14,statements
14,about
14,your
14,relationship
14,with
14,facebook
14,or
14,the
14,facebook
14,services
14,without
14,our
14,prior
14,written
14,permission
15,we
15,may
15,reject
15,or
15,remove
15,any
15,ad
15,for
15,any
15,reason
16,if
16,you
16,are
16,placing
16,ads
16,on
16,someone
16,else's
16,behalf
16,you
16,must
16,have
16,permission
16,to
16,place
16,those
16,ads
16,including
16,the
16,following
17,you
17,warrant
17,that
17,you
17,have
17,the
17,legal
17,authority
17,to
17,bind
17,the
17,advertiser
17,to
17,these
17,self
17,serve
17,ad
17,terms
17,and
17,the
17,srr
18,you
18,agree
18,that
18,if
18,the
18,advertiser
18,you
18,represent
18,violates
18,these
18,self
18,serve
18,ad
18,terms
18,or
18,the
18,srr
18,we
18,may
18,hold
18,you
18,responsible
18,for
18,that
18,violation
19,the
19,self
19,serve
19,ad
19,interfaces
19,are
19,part
19,of
19,facebook
19,under
19,facebook’s
19,statement
19,of
19,rights
19,and
19,responsibilities
19,the
19,srr
19,and
19,the
19,srr
19,continues
19,to
19,apply
19,to
19,your
19,use
19,of
19,the
19,self
19,serve
19,ad
19,interfaces
19,and
19,any
19,other
19,use
19,of
19,facebook
19,in
19,the
19,event
19,of
19,any
19,conflict
19,between
19,these
19,self
19,serve
19,ad
19,terms
19,and
19,the
19,srr
19,these
19,self
19,serve
19,ad
19,terms
19,shall
19,govern
19,with
19,respect
19,to
19,your
19,use
19,of
19,the
19,self
19,serve
19,ad
19,interfaces
19,to
19,the
19,extent
19,of
19,the
19,conflict
19,we
19,may
19,ask
19,you
19,to
19,review
19,and
19,accept
19,supplemental
19,terms
19,that
19,apply
19,to
19,your
19,use
19,of
19,a
19,specific
19,feature
19,or
19,functionality
19,made
19,available
19,through
19,the
19,self
19,serve
19,ad
19,interfaces
19,to
19,the
19,extent
19,those
19,supplemental
19,terms
19,conflict
19,with
19,these
19,self
19,serve
19,ad
19,terms
19,the
19,supplemental
19,terms
19,will
19,govern
19,with
19,respect
19,to
19,your
19,use
19,of
19,the
19,specific
19,feature
19,or
19,functionality
19,to
19,the
19,extent
19,of
19,the
19,conflict
19,we
19,may
19,change
19,or
19,update
19,these
19,self
19,serve
19,ad
19,terms
19,from
19,time
19,to
19,time
19,and
19,your
19,continued
19,use
19,of
19,the
19,self
19,serve
19,ad
19,interfaces
19,constitutes
19,acceptance
19,of
19,those
19,changes
19,these
19,self
19,serve
19,ad
19,terms
19,will
19,terminate
19,in
19,the
19,event
19,of
19,any
19,termination
19,of
19,the
19,srr
19,but
19,the
19,following
19,provisions
19,will
19,still
19,apply
19,the
19,lead
19,in
19,paragraph
19,sections
19,2
19,5
19,7
19,9
19,15
19,and
19,this
19,paragraph
